0,Sentence,Trigger,Multiclass
20160510_02B0XU_Prospectus_SD000000002312723382.pdf,"A “Hotel Operating Agreement Cash Trap Period” will occur and be continuing upon (i) the date upon which Ritz or a qualified successor to the Hotel Operator gives notice to the Borrower of its intention to terminate (or to not renew) the hotel operating agreement as of the expiration date of the current term of the hotel operating agreement or (ii) the date that the hotel operating agreement is surrendered, cancelled or terminated prior to its then current expiration date until (a) the Borrower has entered into a replacement hotel operating agreement with a Hotel Operator qualified under and in accordance with the applicable terms and conditions of the Loan Agreement and (b) the Borrower has delivered to the lender a copy of the fully-executed replacement hotel operating agreement and such other documentations as the lender may reasonably require.",Operator Termination,0
20160510_02B0XU_Prospectus_SD000000002312723382.pdf,"A “Hotel Operating Agreement Cash Trap Period” will occur and be continuing upon (i) the date upon which Ritz or a qualified successor to the Hotel Operator gives notice to the Borrower of its intention to terminate (or to not renew) the hotel operating agreement as of the expiration date of the current term of the hotel operating agreement or (ii) the date that the hotel operating agreement is surrendered, cancelled or terminated prior to its then current expiration date until (a) the Borrower has entered into a replacement hotel operating agreement with a Hotel Operator qualified under and in accordance with the applicable terms and conditions of the Loan Agreement and (b) the Borrower has delivered to the lender a copy of the fully-executed replacement hotel operating agreement and such other documentations as the lender may reasonably require.",Operator Termination,0
20160510_02B0XU_Prospectus_SD000000002312723382.pdf,"If neither a Cash Trap Period nor a Hotel Operating Agreement Cash Trap Period under the Mortgage Loan is continuing, excess cash flow will be deposited into an account designated by the mezzanine lender to the extent that the Mezzanine Loan is outstanding, otherwise such funds will be disbursed to Borrower.",Mezzanine Outstanding,0
20160510_02B0XU_Prospectus_SD000000002312723382.pdf,"A “Cash Trap Period” means the period (i) commencing when any event of default under the Loan Agreement occurs until cured, (ii) commencing when the Borrower fails to maintain a debt service coverage ratio as calculated under the loan agreement of at least 1.05x (during the calendar year 2016) or at least 1.15x (at any time from and after January 1, 2017) after the end of a calendar quarter, and ending when the debt service coverage ratio as calculated under the loan agreement has been at least equal to 1.05x (during the calendar year 2016) or 1.15x (at any time from and after January 1, 2017) for two consecutive calendar quarters and no other no event of default under the Loan Agreement or Cash Trap Period is continuing or (iii) commencing upon the occurrence of a default under the Mezzanine Loan documents until revoked or cured in accordance with the Mezzanine Loan documents.",Loan Default,1
20160510_02B0XU_Prospectus_SD000000002312723382.pdf,"A “Cash Trap Period” means the period (i) commencing when any event of default under the Loan Agreement occurs until cured, (ii) commencing when the Borrower fails to maintain a debt service coverage ratio as calculated under the loan agreement of at least 1.05x (during the calendar year 2016) or at least 1.15x (at any time from and after January 1, 2017) after the end of a calendar quarter, and ending when the debt service coverage ratio as calculated under the loan agreement has been at least equal to 1.05x (during the calendar year 2016) or 1.15x (at any time from and after January 1, 2017) for two consecutive calendar quarters and no other no event of default under the Loan Agreement or Cash Trap Period is continuing or (iii) commencing upon the occurrence of a default under the Mezzanine Loan documents until revoked or cured in accordance with the Mezzanine Loan documents.",DSCR Fall,1
20160510_02B0XU_Prospectus_SD000000002312723382.pdf,"A “Cash Trap Period” means the period (i) commencing when any event of default under the Loan Agreement occurs until cured, (ii) commencing when the Borrower fails to maintain a debt service coverage ratio as calculated under the loan agreement of at least 1.05x (during the calendar year 2016) or at least 1.15x (at any time from and after January 1, 2017) after the end of a calendar quarter, and ending when the debt service coverage ratio as calculated under the loan agreement has been at least equal to 1.05x (during the calendar year 2016) or 1.15x (at any time from and after January 1, 2017) for two consecutive calendar quarters and no other no event of default under the Loan Agreement or Cash Trap Period is continuing or (iii) commencing upon the occurrence of a default under the Mezzanine Loan documents until revoked or cured in accordance with the Mezzanine Loan documents.",Mezzanine Default,1
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,"Except during a Cash Management Period, funds in the Clearing Account are required to be disbursed to the Borrower.",Unspecified,0
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,"During the continuance of any Cash Management Period, funds deposited into the Clearing Account are required to be swept on a daily basis into the Cash Management Account.",Unspecified,0
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,A Cash Management Period is currently in place due to the existence of mezzanine debt.,Mezzanine Outstanding,0
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,"On each Loan Payment Date, except during the continuance of a Loan Event of Default, all funds deposited into the Cash Management Account during the immediately preceding interest period will be applied on such Loan Payment Date in the following order of priority: (i) First, to make payments into the tax and insurance subaccount, in an amount equal to (a) 1/12th of projected annual real estate and personal property taxes for the purpose of reserving amounts in respect of taxes and (b) 1/12th of projected annual insurance premiums (unless the Borrower satisfies certain insurance premium escrow waiver conditions set forth in the Loan Agreement) for the purpose of reserving amounts in respect of insurance premiums; (ii) Second, to the Cash Management Bank, any fees payable in connection with its serving in such capacity; (iii) Third, to the Lender, funds sufficient to pay the Monthly Debt Service Payment Amount (plus, if applicable, interest at the Default Rate and all other amounts, other than those described in this paragraph, then due to the Lender under the Loan Documents); (iv) Fourth, to make payments into the capital reserve subaccount, in an amount equal to the monthly deposit for capital expenditures, or such lesser amount that would result in the balance of the capital reserve subaccount equaling $200,000 (the “Capital Reserve Cap”), for the purpose of payments of capital expenditure funds in accordance with the terms of the Loan Agreement; provided, however, that if the balance of funds in the capital reserve subaccount is equal to or greater than the Capital Reserve Cap, no deposit is required until the capital reserve subaccount balance is equal to or less than $100,000; (v) Fifth, to make payments into the rollover reserve subaccount, in an amount equal to the monthly deposit for tenant improvements and leasing commissions, or such lesser amount that would result in the balance of the capital reserve subaccount equaling $3,021,165 (the “Rollover Reserve Cap”), for the purpose of payments of those funds in accordance with the terms of the Loan Agreement; provided, however, that if the balance of funds in the rollover reserve subaccount is equal to or greater than the Rollover Reserve Cap, no deposit is required until the rollover reserve subaccount balance is equal to or less than $1,510,583; (vi) Sixth, to the operating expense subaccount, in an amount equal to the monthly amount set forth in the approved operating budget for operating expenses; (vii) Seventh, if the Mezzanine Loan (or any portion thereof) is outstanding, to the Mezzanine Lender (at an account designated in writing by the Mezzanine Lender to the Lender) funds in an amount equal to the monthly debt service payment due and owing by the Mezzanine Borrower under the terms of the Mezzanine Loan Documents on such Loan Payment Date in accordance with the Mezzanine Lender payment instruction letter with respect to such Loan Payment Date; and (viii) Lastly, any remaining available cash will be deposited or disbursed (x) if a Cash Sweep Period is continuing, to the cash collateral reserve subaccount (to be held or disbursed in accordance with the Loan Documents) or (y) if no Cash Sweep Period is continuing, (1) if the Mezzanine Loan (or any portion thereof) is outstanding, to the Mezzanine Lender or (2) if the Mezzanine Loan has been paid in full, to the Borrower.",Loan Default,0
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,"During the Lender’s acceleration of the Whole Loan or the continuance of a Loan Event of Default, the Lender may, in its sole discretion, apply funds held in reserve toward the payment of any amounts due to the Lender under the Loan Documents, in any order, proportion and priority as the Lender may determine.",Loan Default,0
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,"“Cash Management Period” will be deemed to commence upon (i) the date upon which any mezzanine loan related to the Whole Loan is made (it being acknowledged that the Mezzanine Loan was made on the Origination Date) or (ii) the commencement of any Cash Sweep Period; and will be deemed to end (1) in the case of a Cash Management Period triggered by an event described in clause (i) above only, on the date that no such mezzanine loan is outstanding or (2) in the case of a Cash Management Period triggered by an event described in clause (ii) above only, such Cash Sweep Period is terminated and no other Cash Sweep Period is then in effect.",Mezzanine Outstanding,0
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,"“Cash Sweep Period” will be deemed to commence upon the occurrence of any of the following: (i) a Loan Event of Default, (ii) a DSCR Trigger Event or (iii) a Mezzanine Loan Default; and will be deemed to end if (1) the Whole Loan and all other obligations under the Loan Documents have been repaid in full, (2) the Whole Loan has been defeased in its entirety, (3) in the case of a Cash Sweep Period triggered by a DSCR Trigger Event only, a DSCR Trigger Event Cure has occurred, or (4) in the case of a Cash Sweep Period triggered by a Mezzanine Loan Default only, the Lender receives notice from the Mezzanine Lender that such Mezzanine Loan Default has either been cured or waived.",Loan Default,1
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,"“Cash Sweep Period” will be deemed to commence upon the occurrence of any of the following: (i) a Loan Event of Default, (ii) a DSCR Trigger Event or (iii) a Mezzanine Loan Default; and will be deemed to end if (1) the Whole Loan and all other obligations under the Loan Documents have been repaid in full, (2) the Whole Loan has been defeased in its entirety, (3) in the case of a Cash Sweep Period triggered by a DSCR Trigger Event only, a DSCR Trigger Event Cure has occurred, or (4) in the case of a Cash Sweep Period triggered by a Mezzanine Loan Default only, the Lender receives notice from the Mezzanine Lender that such Mezzanine Loan Default has either been cured or waived.",DSCR Fall,1
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,"“Cash Sweep Period” will be deemed to commence upon the occurrence of any of the following: (i) a Loan Event of Default, (ii) a DSCR Trigger Event or (iii) a Mezzanine Loan Default; and will be deemed to end if (1) the Whole Loan and all other obligations under the Loan Documents have been repaid in full, (2) the Whole Loan has been defeased in its entirety, (3) in the case of a Cash Sweep Period triggered by a DSCR Trigger Event only, a DSCR Trigger Event Cure has occurred, or (4) in the case of a Cash Sweep Period triggered by a Mezzanine Loan Default only, the Lender receives notice from the Mezzanine Lender that such Mezzanine Loan Default has either been cured or waived.",Mezzanine Default,1
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,“DSCR Trigger Event” will be deemed to occur at such time as the DSCR falls below 1.10x as of the last day of any calendar quarter.,DSCR Fall,0
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,"“DSCR Trigger Event Cure” will be deemed to occur at such time as, for three (3) consecutive months, (i) no Loan Event of Default has occurred, (ii) no event that would trigger another Cash Sweep Period has occurred and (iii) the “DSCR” (debt service coverage ratio) is at least equal to 1.10x.",Loan Default,1
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,"“DSCR Trigger Event Cure” will be deemed to occur at such time as, for three (3) consecutive months, (i) no Loan Event of Default has occurred, (ii) no event that would trigger another Cash Sweep Period has occurred and (iii) the “DSCR” (debt service coverage ratio) is at least equal to 1.10x.",DSCR Fall,1
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,“Loan Event of Default” means an “Event of Default” under the Loan Documents.,DSCR Fall,1
20170525_02DFUI_Prospectus_SD000000002352389122.pdf, “Mezzanine Loan Default” means an “Event of Default” under the Mezzanine Loan documents.,Mezzanine Default,0
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,"Notwithstanding the foregoing, the Borrower will not be required to make the required monthly insurance deposit if the Borrower pays to the Lender for deposit into the Tax and Insurance Subaccount an amount equal to $207,439 (the “Static Insurance Reserve Amount”) so long as the following conditions are satisfied: (i) no Loan Event of Default has occurred and is continuing; (ii) the Borrower provides the Lender evidence of renewal of the insurance policies required under the Loan Agreement; (iii) the Borrower provides the Lender with paid receipts evidencing payment of the insurance premiums by no later than 10 Business Days prior to the expiration dates of the insurance policies; and (iv) there is on deposit in the Tax and Insurance Subaccount with respect to insurance premiums an amount equal to not less than the Static Insurance Reserve Amount (clauses (i) through (iv), collectively, the “Insurance Premium Escrow Waiver Conditions”).",Loan Default,0
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,"So long as no Loan Event of Default is then continuing, the Borrower will have the right, no more than two times during the term of the Whole Loan, to replace the capital expense funds then on deposit in the Capital Reserve Subaccount with a letter of credit with a face amount equal to the amount of the Capital Reserve Cap.",Loan Default,0
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,"So long as no Loan Event of Default is then continuing, the Borrower will have the right, no more than two times during the term of the Whole Loan, to replace the rollover funds then on deposit in the Rollover Reserve Subaccount with a letter of credit with a face amount equal to the amount of the Rollover Reserve Cap.",Loan Default,0
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,"During a Cash Management Period, gross revenues from the Property are required to be transferred into a subaccount (the “Operating Expense Subaccount”).",Unspecified,0
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,"If a Cash Sweep Period is continuing, all Excess Cash (as defined in “—Cash Management” below), if any, and all Interim Waterfall Excess Cash (as defined in “—Cash Management” below), if any, will be required to be paid to the Lender, which amounts will be required to be transferred by the Lender into an account (the “Cash Collateral Reserve Subaccount) to be held by the Lender as cash collateral for the Whole Loan.",Unspecified,0
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,"A “Cash Sweep Period” will commence upon the occurrence of any of the following: (i) a Loan Event of Default, (ii) a DSCR Trigger Event, (iii) a Mezzanine Loan Default. A Cash Sweep Period will end if (i) the Whole Loan and all other obligations under the Loan Documents have been repaid in full, (ii) the Whole Loan has been defeased in its entirety, (iii) in the case of a Cash Sweep Period triggered by a DSCR Trigger Event only, a DSCR Trigger Event Cure has occurred, or (iv) in the case of a Cash Sweep Period triggered by a Mezzanine Loan Default only, the Lender receives notice from the Mezzanine Lender that such Mezzanine Loan Default has either been cured or waived.",DSCR Fall,1
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,"A “Cash Sweep Period” will commence upon the occurrence of any of the following: (i) a Loan Event of Default, (ii) a DSCR Trigger Event, (iii) a Mezzanine Loan Default. A Cash Sweep Period will end if (i) the Whole Loan and all other obligations under the Loan Documents have been repaid in full, (ii) the Whole Loan has been defeased in its entirety, (iii) in the case of a Cash Sweep Period triggered by a DSCR Trigger Event only, a DSCR Trigger Event Cure has occurred, or (iv) in the case of a Cash Sweep Period triggered by a Mezzanine Loan Default only, the Lender receives notice from the Mezzanine Lender that such Mezzanine Loan Default has either been cured or waived.",Loan Default,1
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,"A “Cash Sweep Period” will commence upon the occurrence of any of the following: (i) a Loan Event of Default, (ii) a DSCR Trigger Event, (iii) a Mezzanine Loan Default. A Cash Sweep Period will end if (i) the Whole Loan and all other obligations under the Loan Documents have been repaid in full, (ii) the Whole Loan has been defeased in its entirety, (iii) in the case of a Cash Sweep Period triggered by a DSCR Trigger Event only, a DSCR Trigger Event Cure has occurred, or (iv) in the case of a Cash Sweep Period triggered by a Mezzanine Loan Default only, the Lender receives notice from the Mezzanine Lender that such Mezzanine Loan Default has either been cured or waived.",Mezzanine Default,1
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,A “DSCR Trigger Event” will occur at such time as the DSCR falls below 1.10x as of the last day of any calendar quarter.,DSCR Fall,0
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,"A “DSCR Trigger Event Cure” will occur at such time as, for three (3) consecutive months, (i) no Loan Event of Default has occurred, (ii) no event that would trigger another Cash Sweep Period has occurred and (iii) the DSCR is at least equal to 1.10x.",Loan Default,1
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,"A “DSCR Trigger Event Cure” will occur at such time as, for three (3) consecutive months, (i) no Loan Event of Default has occurred, (ii) no event that would trigger another Cash Sweep Period has occurred and (iii) the DSCR is at least equal to 1.10x.",DSCR Fall,1
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,A “Mezzanine Loan Default” means an “Event of Default” under the Mezzanine Loan documents.,Mezzanine Default,0
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,"During the continuance of a Loan Event of Default, the Lender will have the right, at its option, to draw on all or any portion of any Letter of Credit and to apply such amount(s) drawn to the payment of the items for which such letter of credit was established or to apply each such letter of credit to payment of the Whole Loan in such order, proportion or priority as the Lender may determine.",Loan Default,0
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,"During a Cash Management Period, amounts on deposit in the Clearing Account are required to be swept by the Cash Management Bank on a daily basis into the Cash Management Account and applied in accordance with the Loan Agreement and the cash management agreement.",Unspecified,0
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,A Cash Management Period is currently in place due to the existence of mezzanine debt.,Mezzanine Outstanding,0
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,"Except during a Cash Management Period, funds in the Clearing Account are required to be disbursed to the Borrower.",Unspecified,0
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,"During the continuance of any Cash Management Period, funds deposited into the Clearing Account are required to be swept on a daily basis into the Cash Management Account.",Unspecified,0
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,"On each Loan Payment Date, except during the continuance of a Loan Event of Default, all funds deposited into the Cash Management Account during the immediately preceding interest period will be applied on such Loan Payment Date in the following order of priority: (i) First, to make payments into the Tax and Insurance Subaccount; (ii) Second, to the Cash Management Bank, any fees payable in connection with its serving in such capacity; (iii) Third, to the Lender, funds sufficient to pay the Monthly Debt Service Payment Amount (plus, if applicable, interest at the Default Rate and all other amounts then due to the Lender under the Loan Documents); (iv) Fourth, to make payments into the Capital Reserve Subaccount; (v) Fifth, to make payments into the Rollover Reserve Subaccount; (vi) Sixth, to the Operating Expense Subaccount, funds in an amount equal to the monthly amount set forth in the approved operating budget for operating expenses; (vii) Seventh, if the Mezzanine Loan (or any portion thereof) is outstanding to the Mezzanine Lender (at an account designated in writing by the Mezzanine Lender to the Lender) funds in an amount equal to the monthly debt service payment due and owing by the Mezzanine Borrower under the terms of the Mezzanine Loan Documents on such Loan Payment Date in accordance with the Mezzanine Lender payment instruction letter with respect to such Loan Payment Date; and (viii) Lastly, any excess amounts remaining after payment of the amounts described in clauses (i) through (vii) above (“Excess Cash”) will be deposited or disbursed (x) if a Cash Sweep Period is continuing, to the Cash Collateral Reserve Subaccount (to be held or disbursed in accordance with the Loan Documents) or (y) if no Cash Sweep Period is continuing, (1) if the Mezzanine Loan (or any portion thereof) is outstanding, to the Mezzanine Lender or (2) if the Mezzanine Loan has been paid in full, to the Borrower.",Loan Default,0
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,"“Cash Management Period” will be deemed to commence upon (i) the date upon which any mezzanine loan related to the Whole Loan is made (it being acknowledged that the Mezzanine Loan was made on the Origination Date) or (ii) the commencement of any Cash Sweep Period; and will be deemed to end (1) in the case of a Cash Management Period triggered by an event described in clause (i) above only, on the date that no such mezzanine loan is outstanding or (2) in the case of a Cash Management Period triggered by an event described in clause (ii) above only, such Cash Sweep Period is terminated and no other Cash Sweep Period is then in effect.",Mezzanine Outstanding,0
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,"Upon the occurrence of a Loan Event of Default, the Lender may apply all funds deposited into the Clearing Account and other proceeds of repayment in such order and in such manner as the Lender elects.",Loan Default,0
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,The Whole Loan is currently in a Cash Management Period due to the outstanding Mezzanine Loan.,Mezzanine Outstanding,0
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,"At such time, if ever, that the Mezzanine Loan is no longer outstanding, such Cash Management Period will end (provided that no Cash Sweep Period is then continuing).",Mezzanine Outstanding,0
20170525_02DFUI_Prospectus_SD000000002352389122.pdf,"If no Cash Management Period is continuing, funds in the Clearing Account will be swept on a daily basis to the borrower’s operating account.",Unspecified,0
20170525_02DG4Z_Prospectus_SD000000002352418696.pdf,"Upon the occurrence of a Lockbox Trigger Event, the Borrower is required to establish and maintain a lockbox account into which income from the Property will be deposited and is required to direct all tenants to remit all payments due under their respective leases to the lockbox account.",Unspecified,0
20170525_02DG4Z_Prospectus_SD000000002352418696.pdf,"If no Mortgage Loan Event of Default or Cash Sweep Period is continuing, the lender is required to specify that on each Business Day all amounts in the Cash Management Account will be released to the Borrower’s operating account.",Loan Default,0
20170525_02DG4Z_Prospectus_SD000000002352418696.pdf,"On each Business Day, provided that no Mortgage Loan Event of Default has occurred and is continuing, all amounts on deposit in the Cash Management Account are required to be applied in the following order of priority: (i) during a Cash Sweep Period, to the Tax and Insurance Reserve Account, the amount required to be deposited in such account as described under “—Reserves” below; (ii) during a Cash Sweep Period, to the Ground Rent Reserve Account, the amount required to be deposited in such account as described under “—Reserves” below; (iii) to the lender, the amount of all interest then due and payable on the Mortgage Loan and all other amounts then due and payable under the Mortgage Loan Documents; (iv) during a Cash Sweep Period, payment to the Borrower for monthly cash expenses incurred in accordance with the related Approved Annual Budget pursuant to a written request for payment submitted by the Borrower to the lender specifying the individual Cash Expenses in a form acceptable to the lender; (v) during a Cash Sweep Period, payment to the Borrower for extraordinary expenses approved by the lender; (vi) during a Cash Sweep Period, all remaining amounts to the Excess Cash Flow Reserve Account as described under “Description of the Mortgage Loan—Reserve Accounts— Excess Cash Flow Reserve Account”; and (vii) if no Cash Sweep Period Exists, the remainder, if any, to the Borrower. ",Loan Default,0
20170525_02DG4Z_Prospectus_SD000000002352418696.pdf,"“Cash Sweep Event” means the occurrence of: (a) a Mortgage Loan Event of Default; (b) any bankruptcy action of the Borrower; (c) a Debt Yield Trigger Event; or (d) default beyond applicable notice and/or cure periods under the Leasehold Portion Prime Lease, the Leasehold Portion Ground Sublease or any Metropolitan Lease.",Loan Default,1
20170525_02DG4Z_Prospectus_SD000000002352418696.pdf,"“Cash Sweep Event” means the occurrence of: (a) a Mortgage Loan Event of Default; (b) any bankruptcy action of the Borrower; (c) a Debt Yield Trigger Event; or (d) default beyond applicable notice and/or cure periods under the Leasehold Portion Prime Lease, the Leasehold Portion Ground Sublease or any Metropolitan Lease.",Bankruptcy,1
20170525_02DG4Z_Prospectus_SD000000002352418696.pdf,"“Cash Sweep Event” means the occurrence of: (a) a Mortgage Loan Event of Default; (b) any bankruptcy action of the Borrower; (c) a Debt Yield Trigger Event; or (d) default beyond applicable notice and/or cure periods under the Leasehold Portion Prime Lease, the Leasehold Portion Ground Sublease or any Metropolitan Lease.",Debt Yield Fall,1
20170525_02DG4Z_Prospectus_SD000000002352418696.pdf,"“Cash Sweep Event Cure” means (a) if the Cash Sweep Event is caused solely by the occurrence of a Debt Yield Trigger Event, the achievement of a Debt Yield Cure, (b) if the Cash Sweep Event is caused by a Mortgage Loan Event of Default, the acceptance by the lender of a cure of such Mortgage Loan Event of Default (which cure the lender is not obligated to accept and may reject or accept in its sole and absolute discretion) or (c) if the Cash Sweep Event is caused by an event described in clause (d) of the definition of Cash Sweep Event, such default has been cured to the satisfaction of the lender; provided, however, that, such Cash Sweep Event Cure set forth in this definition will be subject to the following conditions, (i) no Mortgage Loan Event of Default has occurred and is continuing under the Mortgage Loan Agreement or any of the other Mortgage Loan Documents (other than with respect to a Mortgage Loan Event of Default caused pursuant to the provisions described in clause (b) above), and (ii) the Borrower has paid all of the lender’s reasonable expenses incurred in connection with such Cash Sweep Event Cure including reasonable attorney’s fees.",Loan Default,1
20170525_02DG4Z_Prospectus_SD000000002352418696.pdf,"“Cash Sweep Event Cure” means (a) if the Cash Sweep Event is caused solely by the occurrence of a Debt Yield Trigger Event, the achievement of a Debt Yield Cure, (b) if the Cash Sweep Event is caused by a Mortgage Loan Event of Default, the acceptance by the lender of a cure of such Mortgage Loan Event of Default (which cure the lender is not obligated to accept and may reject or accept in its sole and absolute discretion) or (c) if the Cash Sweep Event is caused by an event described in clause (d) of the definition of Cash Sweep Event, such default has been cured to the satisfaction of the lender; provided, however, that, such Cash Sweep Event Cure set forth in this definition will be subject to the following conditions, (i) no Mortgage Loan Event of Default has occurred and is continuing under the Mortgage Loan Agreement or any of the other Mortgage Loan Documents (other than with respect to a Mortgage Loan Event of Default caused pursuant to the provisions described in clause (b) above), and (ii) the Borrower has paid all of the lender’s reasonable expenses incurred in connection with such Cash Sweep Event Cure including reasonable attorney’s fees.",Debt Yield Fall,1
20170525_02DG4Z_Prospectus_SD000000002352418696.pdf,"“Cash Sweep Period” means each period commencing on the occurrence of a Cash Sweep Event and continuing until the earlier of (a) the Mortgage Loan Payment Date next occurring following the related Cash Sweep Event Cure, or (b) until payment in full of all principal and interest on the Mortgage Loan and all other amounts payable under the Mortgage Loan Documents or defeasance of the Mortgage Loan in accordance with the terms and provisions of the Mortgage Loan Documents.",Unspecified,0
20170525_02DG4Z_Prospectus_SD000000002352418696.pdf,“Debt Yield Cure” means (a) no Mortgage Loan Event of Default is continuing and (b) the achievement of a Debt Yield of six and one half percent (6.5%) or greater for the two (2) consecutive fiscal quarters immediately preceding the date of determination based upon the trailing twelve (12) month period immediately preceding such date of determination.,Loan Default,1
20170525_02DG4Z_Prospectus_SD000000002352418696.pdf,“Debt Yield Cure” means (a) no Mortgage Loan Event of Default is continuing and (b) the achievement of a Debt Yield of six and one half percent (6.5%) or greater for the two (2) consecutive fiscal quarters immediately preceding the date of determination based upon the trailing twelve (12) month period immediately preceding such date of determination.,Debt Yield Fall,1
20170525_02DG4Z_Prospectus_SD000000002352418696.pdf,"“Debt Yield Trigger Event” means a Debt Yield of less than 6.5% on any date of determination for the fiscal quarter immediately preceding the date of such determination, based upon the trailing twelve (12) month period immediately preceding such date of determination, as determined by the lender.",Debt Yield Fall,0
20170525_02DG4Z_Prospectus_SD000000002352418696.pdf,“Debt Yield Trigger Period” means the period commencing on the occurrence of a Debt Yield Trigger Event and continuing until the occurrence of a Debt Yield Cure.,Debt Yield Fall,0
20170525_02DG4Z_Prospectus_SD000000002352418696.pdf,"During a Cash Sweep Period, the Borrower is required to fund the following reserve accounts, each of which are subaccounts of the Cash Management Account: an account for the purpose of reserving amounts payable by the Borrower in respect of property taxes and other charges and insurance premiums (the “Tax and Insurance Reserve Account” in an amount equal to (i) an amount sufficient to pay all property taxes by the 30th day prior to the date that they become due, assuming subsequent monthly fundings on Mortgage Loan Payment Dates of 1/12th of projected annual property taxes and other charges, plus (ii) an amount sufficient to pay all insurance premiums by the 30th day prior to the date that they expire, assuming subsequent monthly fundings on Mortgage Loan Payment Dates of 1/12th of projected annual insurance premiums; provided, the Borrower will not be required to make deposits into the Tax and Insurance Reserve Account if certain conditions are met, including but not limited to delivery of satisfactory evidence that Metropolitan has paid all taxes and insurance premiums pursuant to the Metropolitan Lease and is maintaining insurance policies satisfying the applicable requirements set forth in the Mortgage Loan Agreement; an account for the purpose of reserving amounts payable by the Borrower under the Leasehold Portion Prime Lease (the “Ground Rent Reserve Account” in an amount equal to the  next monthly payment of ground rents (including both base and additional rents) and other charges due under the Leasehold Portion Prime Lease that the lender estimates will be payable by the Borrower as lessee under the Leasehold Portion Prime Lease, without duplication, on the next payment date thereunder; provided, the Borrower will not be required to make deposits into the Ground Rent Reserve Account if certain conditions are met, including but not limited to delivery of satisfactory evidence that Metropolitan has paid all Ground Rent pursuant to the Metropolitan Lease; and an account for excess cash flow (after payment of all required debt service, reserves and operating expenses) as described under “Description of the Mortgage Loan—Cash Management” (the “Excess Cash Flow Reserve Account”) (if no Cash Sweep Period or Mortgage Loan Event of Default is continuing, amounts in the Excess Cash Flow Reserve Account will be released to the Borrower).",Loan Default,0
20170525_02DG4Z_Prospectus_SD000000002352418696.pdf,"“Lockbox Trigger Event” means the occurrence of any of the following (i) a Mortgage Loan Event of Default, (ii) the termination or cancellation of the Metropolitan Lease or (iii) if at any time there shall be more than one tenant under any lease(s) or sub-lease(s) at the Property pursuant to which the Borrower is the landlord (other than with respect to any lease in which Borrower is the tenant thereunder).",Loan Default,0
20170525_02DG4Z_Prospectus_SD000000002352418696.pdf,"Upon the occurrence of a Cash Sweep Period, and on each Mortgage Loan Payment Date thereafter during the continuance of a Cash Sweep Period, the Borrower is required to pay the lender on each Mortgage Loan Payment date thereafter for deposit into an account for the purpose of reserving amounts payable by the Borrower in respect of property taxes and other charges and insurance premiums (the “Tax and Insurance Reserve Account” an amount equal to (i) an amount sufficient to pay all property taxes by the 30th day prior to the date that they expire, assuming subsequent monthly fundings on Mortgage Loan Payment Dates of 1/12th of projected annual property taxes and other charges, plus (ii) an amount sufficient to pay all insurance premiums by the 30th day prior to the date that they become due, assuming subsequent monthly fundings on Mortgage Loan Payment Dates of 1/12th of projected annual insurance premiums; provided that if at any time the lender reasonably determines that the amount in the Tax and Insurance Reserve Account will not be sufficient to accumulate the full amounts necessary to pay all installments of property taxes and insurance premiums by the date on which such amounts come due, the Borrower will be required to increase its monthly payments by the amount the lender estimates is sufficient to achieve such accumulation.",Unspecified,0
